location,operator,route,type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,ground,year,month,day,country,decade,scale
"Near Rostov-on-Don, Russia",Sibir Airlines,Moscow - Sochi,Tupolev 154B-2,46.0,38.0,8.0,46.0,38.0,8.0,0.0,2004,Agosto,Martes,RUSSIA,2000,Sin escala
"Near Toula, Russia",Volga-Avia Express,Moscow - Volograd,Tupolev 134A-3,41.0,34.0,7.0,41.0,34.0,7.0,0.0,2004,Agosto,Martes,RUSSIA,2000,Sin escala
"Near Mc Grath, Alaska",Mavrik Aire Transport,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2004,Agosto,Viernes,EEUU,2000,Con escala
"Villahermosa, Mexico",Jett Paqueteria SA,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2004,Septiembre,Jueves,MEXICO,2000,Sin escala
"Off Mount Athos, Greece",Military - Greek Army,Athens - Mount Athos,CH-47D Chinook,17.0,13.0,4.0,17.0,13.0,4.0,0.0,2004,Septiembre,Sábado,GREECE,2000,Sin escala
"Tortuguero lagoon, Puerto Rico",Air Flamence,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2004,Septiembre,Miércoles,PUERTO RICO,2000,Sin escala
"Kaduqli, Sudan",Sarit Airlines,El Obeid - Juba,Antonov AN-12,4.0,0.0,4.0,4.0,0.0,4.0,0.0,2004,Octubre,Martes,SUDAN,2000,Sin escala
"Halifax, Nova Scotia, Canada",MK Airlines,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,7.0,0.0,7.0,7.0,0.0,7.0,0.0,2004,Octubre,Jueves,CANADA,2000,Con escala
"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2004,Octubre,Jueves,EEUU,2000,Sin escala
"Near Medellin, Colombia",Aerovanguardia,Villavicencio - Medellin,Douglas DC-3C,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2004,Octubre,Viernes,COLOMBIA,2000,Sin escala
"Coron Island, Philippines",Pacific Air,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2004,Octubre,Sábado,PHILIPPINES,2000,Sin escala
"Near Kirksville, Missouri",Corporate Airlines (American Connection),"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,15.0,13.0,2.0,13.0,11.0,2.0,0.0,2004,Octubre,Martes,EEUU,2000,Sin escala
"San Diego, California",Med Flight Air Ambulance - Private,"San Diego, CA - Albuquerque, NM",Learjet 35A,5.0,4.0,1.0,5.0,4.0,1.0,0.0,2004,Octubre,Domingo,EEUU,2000,Sin escala
"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,10.0,8.0,2.0,10.0,8.0,2.0,0.0,2004,Octubre,Domingo,EEUU,2000,Sin escala
"Caracas, Venezuela",Venezolana,El Vigia - Caracas,BAe 3101 Jetstream 31,21.0,19.0,2.0,3.0,3.0,0.0,0.0,2004,Noviembre,Jueves,VENEZUELA,2000,Sin escala
"Baotou, Inner Mongolia, China",China Eastern Airlines,Baotou - Shanghai,Bombardier CRJ200,53.0,47.0,6.0,53.0,47.0,6.0,0.0,2004,Noviembre,Domingo,CHINA,2000,Sin escala
"Houston, Texas",Business Jet Services,Dallas - Houston,Grumman Gulfstream G3,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2004,Noviembre,Lunes,EEUU,2000,Sin escala
"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,"Bagram - Farah, Afghanstan",CASA 212-CC,6.0,3.0,3.0,6.0,3.0,3.0,0.0,2004,Noviembre,Sábado,AFGHANSTAN,2000,Sin escala
"Montrose, Colorado",Glow Air/Air Castle - Charter,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,6.0,3.0,3.0,3.0,1.0,2.0,0.0,2004,Noviembre,Domingo,EEUU,2000,Sin escala
"Solo, Indonesia",Lion Air,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,163.0,156.0,7.0,25.0,23.0,2.0,0.0,2004,Noviembre,Martes,INDONESIA,2000,Sin escala
"El Junquito, Venezuela",Guardia Nacional de Venezuela,Puerto Ayacucho - La Carlota,PZL-Mielec M28,16.0,13.0,3.0,16.0,13.0,3.0,0.0,2004,Diciembre,Viernes,VENEZUELA,2000,Sin escala
"Near Jeddah, Saudi Arabia",Airline Transport,Baku - Kabul,Ilyushin II-76TD,7.0,0.0,7.0,1.0,0.0,1.0,0.0,2004,Diciembre,Sábado,SAUDI ARABIA,2000,Sin escala
"Uberaba, Brazil",NHR Táxi-Aéreo,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2004,Diciembre,Sábado,BRAZIL,2000,Sin escala
"Tura,Siberia, Russia",Tura Air Enterprise,Vanavara - Tura,Antonov AN-2,9.0,7.0,2.0,9.0,7.0,2.0,0.0,2005,Enero,Jueves,RUSSIA,2000,Sin escala
"Manguipayan, Colombia",Military - Colombian government,,Black Hawk helicopter,20.0,18.0,2.0,20.0,18.0,2.0,0.0,2005,Enero,Jueves,COLOMBIA,2000,Sin dato
"Keene, New Hampshire",AirNow,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2005,Enero,Jueves,EEUU,2000,Sin escala
"Rutbah, Iraq",Military - U.S. Marines,Ferrying troops,CH53E Sea Stallion,31.0,29.0,2.0,31.0,29.0,2.0,0.0,2005,Enero,Miércoles,IRAQ,2000,Sin escala
"Lasi, Hungary",Farnair Hungary,Bucharest -Lasi,Let 410UVP-E4,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2005,Enero,Jueves,HUNGARY,2000,Sin escala
"Near Al Taji, Iraq",Military - Royal Air Force,Bagdad - Balad,Lockheed Hercules C.1,10.0,8.0,2.0,10.0,8.0,2.0,0.0,2005,Enero,Domingo,IRAQ,2000,Sin escala
"Near Kabul, Afghanistan",Kam Air,Herat - Kabul,Boeing B-737-200,104.0,96.0,8.0,104.0,96.0,8.0,0.0,2005,Febrero,Jueves,AFGHANISTAN,2000,Sin escala
"Near Khartoum, Sudan",Air West,Sharjah - Khartoum - Nyala,Ilyushin 76TD,7.0,0.0,7.0,7.0,0.0,7.0,0.0,2005,Febrero,Jueves,SUDAN,2000,Con escala
"Near Pueblo, Colorado",Circuit City Stores - Charter,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,8.0,6.0,2.0,8.0,6.0,2.0,0.0,2005,Febrero,Miércoles,EEUU,2000,Con escala
"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,13.0,10.0,3.0,2.0,0.0,2.0,0.0,2005,Febrero,Martes,NEW GUINEA,2000,Sin escala
"Off Sarmi, Indonesia	Sarmi, Indonesia",Indonesian National Police,Jayapura - Sarmi,CASA 212 Aviocar,18.0,14.0,4.0,15.0,11.0,4.0,0.0,2005,Febrero,Martes,INDONESIA,2000,Sin escala
"Chrallave, Venezuela",Air Global,Maturin - Charallave,Cessna 500 Citation I,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2005,Marzo,Martes,VENEZUELA,2000,Sin escala
"Off Campbeltown, United Kingdom",Loganair,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2005,Marzo,Martes,UNITED KINGDOM,2000,Sin escala
"Varandey, Russia",Regional Airlines,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,52.0,45.0,7.0,28.0,26.0,2.0,0.0,2005,Marzo,Miércoles,RUSSIA,2000,Con escala
"Off Mwanza, Tanzania",Air Transport,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,8.0,0.0,8.0,8.0,0.0,8.0,0.0,2005,Marzo,Miércoles,TANZANIA,2000,Con escala
"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Old Providence - San Andres,Let-410UVP-E,14.0,12.0,2.0,8.0,6.0,2.0,0.0,2005,Marzo,Sábado,COLOMBIA,2000,Sin escala
"Near Rovie, Albania",Military - U.S. Air Force,Training,Lockheed Hercules MC-130H,9.0,0.0,9.0,9.0,0.0,9.0,0.0,2005,Marzo,Jueves,ALBANIA,2000,Sin escala
"Enarotali, Indonesia",GT Air,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,18.0,15.0,3.0,18.0,15.0,3.0,0.0,2005,Abril,Martes,INDONESIA,2000,Sin escala
"Tehran, Iran",Saha Airline Services,Krish - Teran,Boeing B-707-3J9C,169.0,157.0,12.0,3.0,3.0,0.0,0.0,2005,Abril,Miércoles,IRAN,2000,Sin escala
"Near Baghdad, Iraq",Military - Bulgarian,,Mil Mi-8,11.0,,,11.0,,,0.0,2005,Abril,Jueves,IRAQ,2000,Sin dato
"Pisco, Peru",Military - Fuerza Del Peru,Training,Let 410UVP,13.0,11.0,2.0,13.0,11.0,2.0,0.0,2005,Abril,Jueves,PERU,2000,Sin escala
"Near Stratford, New Zealand",Airwork NZ,Auckland - Blenheim,Swearingen SA.227AC Metro III,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2005,Mayo,Lunes,NEW ZEALAND,2000,Sin escala
"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,Bangboka - Isiro,Antonov AN-26,11.0,7.0,4.0,10.0,6.0,4.0,0.0,2005,Mayo,Jueves,DEMOCRATIC REPUBLIC CONGO,2000,Sin escala
"Lockhart River, Queensland, Australia",Aero-Tropics,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,15.0,13.0,2.0,15.0,13.0,2.0,0.0,2005,Mayo,Sábado,AUSTRALIA,2000,Sin escala
"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,10.0,9.0,1.0,10.0,9.0,1.0,0.0,2005,Mayo,Lunes,ARGENTINA,2000,Sin escala
"Mongu, Zambia",Military - Zambia Air Force,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,13.0,8.0,5.0,13.0,8.0,5.0,0.0,2005,Mayo,Miércoles,ZAMBIA,2000,Con escala
"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),Goma - Kindu - Kongolo,Antonov AN-12BP,27.0,22.0,5.0,27.0,22.0,5.0,0.0,2005,Mayo,Miércoles,CONGO,2000,Con escala
"Khartoom, Sudan",Marsland Aviation,Kartoom - El Obeid - El Fasher,Antonov AN-24B,42.0,36.0,6.0,7.0,6.0,1.0,0.0,2005,Junio,Jueves,SUDAN,2000,Con escala
"Baney, Equatorial Guinea",Ecuatair,"Malabala, Bioko Island - Bata",Antonov AN-24B,60.0,54.0,6.0,60.0,54.0,6.0,0.0,2005,Julio,Sábado,EQUATORIAL GUINEA,2000,Sin escala
"Toronto, Canada",Air France,"Paris, France - Toronto Canada",Airbus A-340,309.0,297.0,12.0,0.0,0.0,0.0,0.0,2005,Agosto,Martes,CANADA,2000,Sin escala
"Off Palermo, Italy",Tuninter,"Bari, Italy - Djerba, Tunisia",ATR-72-202,39.0,35.0,4.0,16.0,14.0,2.0,0.0,2005,Agosto,Sábado,ITALY,2000,Sin escala
"Off Talinn, Estonia",Copterline,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,14.0,12.0,2.0,14.0,12.0,2.0,0.0,2005,Agosto,Miércoles,ESTONIA,2000,Sin escala
"Near Grammatikos, Greece",Helios Airways,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,121.0,115.0,6.0,121.0,115.0,6.0,0.0,2005,Agosto,Domingo,GREECE,2000,Con escala
"Near La Cucharita, Venezuela",West Caribbean Airways,"Panama City - Fort de France, Martinique",McDonnell Douglas MD-82,160.0,152.0,8.0,160.0,152.0,8.0,0.0,2005,Agosto,Martes,VENEZUELA,2000,Sin escala
"Near Pucallpa, Peru",TANS Peru,Lima - Pucallpa - Iquitos,Boeing B-737-244,98.0,92.0,6.0,40.0,36.0,4.0,0.0,2005,Agosto,Martes,PERU,2000,Con escala
"Medan, Indonesia",Mandala Airlines,Medan - Jakarta,Boeing 737-230,117.0,112.0,5.0,99.0,94.0,5.0,44.0,2005,Septiembre,Lunes,INDONESIA,2000,Sin escala
"Isiro, Democtratic Republic Congo",Kavatshi Airlines,Beni - Isiro,Antonov 26B,11.0,7.0,4.0,11.0,7.0,4.0,0.0,2005,Septiembre,Lunes,DEMOCTRATIC REPUBLIC CONGO,2000,Sin escala
"Near Brazzaville, Congo",Air Kasai,Boende - Kinshasa,Antonov AN-26A,14.0,11.0,3.0,14.0,11.0,3.0,0.0,2005,Septiembre,Viernes,CONGO,2000,Sin escala
"Aru, Democratic Republic Cogo",Wimbi Dira Airways,Kisangani - Bunia,Antonov 12V,100.0,96.0,4.0,2.0,2.0,0.0,0.0,2005,Octubre,Martes,DEMOCRATIC REPUBLIC COGO,2000,Sin escala
"Lisa, Nigeria",Bellview Airlines,Lagos - Abuja,Boeing B-737-2L9,117.0,111.0,6.0,117.0,111.0,6.0,0.0,2005,Octubre,Sábado,NIGERIA,2000,Sin escala
"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Tehran - Bandar Abbas,Lockheed C-130B Hercules,94.0,84.0,10.0,94.0,84.0,10.0,14.0,2005,Diciembre,Martes,IRAN,2000,Sin escala
"Chicago, Illinois",Southwest Airlines,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,103.0,98.0,5.0,0.0,0.0,0.0,1.0,2005,Diciembre,Jueves,EEUU,2000,Con escala
"Near Port Harcourt, Nigeria",Sosoliso Airlines,Abuja - Port Harcourt,McDonnell DC-9-32,110.0,103.0,7.0,108.0,101.0,7.0,0.0,2005,Diciembre,Sábado,NIGERIA,2000,Sin escala
"Off Miami Beach, Florida",Chalk's Ocean Airways,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,20.0,18.0,2.0,20.0,18.0,2.0,0.0,2005,Diciembre,Lunes,EEUU,2000,Sin escala
"Nardaran, Azerbaijan",Azerbaijan Airlines,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,23.0,18.0,5.0,23.0,18.0,5.0,0.0,2005,Diciembre,Viernes,AZERBAIJAN,2000,Sin escala
